Unique_ID,Interest_5th,Interest_6th,Final_Interests,Interest,Final_Interests_7th,Interest_8th,Final_Interests_8th,Interest_9th,Final_Interests_9th,Interest_10th,Final_Interests_10th
stud_5260,"Urdu, Math","English, Science","English, Math, Science, Urdu","English, Science","English, Science","Marathi, Computer","Computer, English, Marathi, Science","Hindi, Defence","Computer, Defence, English, Hindi, Marathi, Science","History, Geography","Computer, Defence, English, Geography, Hindi, History, Marathi, Science"
stud_5261,"English, Computer","Hindi, Science","Computer, English, Hindi, Science","Hindi, Science","Hindi, Science","Hindi, History","Hindi, History","Marathi, English, Algebra","Algebra, English, Hindi, History, Marathi","Marathi, Science","Marathi, Science"
stud_5262,"Urdu, Hindi","Marathi, History, Drawing","Drawing, Hindi, History, Marathi, Urdu","Marathi, History, Drawing","Drawing, History, Marathi","Environmental Studies, Computer","Computer, Drawing, Environmental Studies, History, Marathi","Sports, Environmental Studies","Environmental Studies, Sports","Urdu, Drawing","Drawing, Environmental Studies, Sports, Urdu"
stud_5263,"Hindi, Geography","English, History","English, Geography, Hindi, History","English, History","English, History","Sports, Environmental Studies","English, Environmental Studies, History, Sports","Geography, Algebra","Algebra, English, Environmental Studies, Geography, History, Sports","Hindi, Defence","Algebra, Defence, English, Environmental Studies, Geography, Hindi, History, Sports"
stud_5264,"Hindi, Environmental Studies","Hindi, Drawing","Drawing, Hindi","Hindi, Drawing","Drawing, Hindi","English, Science","Drawing, English, Hindi, Science","Hindi, Drawing","Drawing, Hindi","Hindi, Environmental Studies","Environmental Studies, Hindi"
stud_5265,"Urdu, Hindi","Marathi, English, Environmental Studies","English, Environmental Studies, Hindi, Marathi, Urdu","Marathi, English, Environmental Studies","English, Environmental Studies, Marathi","Marathi, Urdu","Marathi, Urdu","Environmental Studies, Defence","Defence, Environmental Studies, Marathi, Urdu","Urdu, Algebra","Algebra, Urdu"
stud_5266,"Environmental Studies, Computer","Urdu, Science","Computer, Environmental Studies, Science, Urdu","Urdu, Science","Science, Urdu","Drawing, Math","Drawing, Math, Science, Urdu","English, Sports","Drawing, English, Math, Science, Sports, Urdu","Geography, Algebra","Algebra, Drawing, English, Geography, Math, Science, Sports, Urdu"
stud_5267,"English, Environmental Studies","History, Computer","Computer, English, Environmental Studies, History","History, Computer","Computer, History","English, History, Environmental Studies","English, Environmental Studies, History","Hindi, Geography","English, Environmental Studies, Geography, Hindi, History","Science, Sanskrit","English, Environmental Studies, Geography, Hindi, History, Sanskrit, Science"
stud_5268,"English, Drawing","English, History","English, History","English, History","English, History","Geography, Sports","English, Geography, History, Sports","Marathi, Drawing","Drawing, English, Geography, History, Marathi, Sports","Science, Sports","Science, Sports"
stud_5269,"Marathi, Drawing","English, Math","Drawing, English, Marathi, Math","English, Math","English, Math","Sports, Computer","Computer, English, Math, Sports","Geography, Drawing","Computer, Drawing, English, Geography, Math, Sports","Marathi, English","English, Marathi"
stud_5270,"Hindi, English","History, Math","English, Hindi, History, Math","History, Math","History, Math","Hindi, Science, Drawing","Drawing, Hindi, History, Math, Science","Drawing, Sports","Drawing, Sports","Marathi, Science","Drawing, Marathi, Science, Sports"
stud_5271,"Environmental Studies, Math","Sports, Math, Computer","Computer, Math, Sports","Sports, Math, Computer","Computer, Math, Sports","Marathi, Hindi","Computer, Hindi, Marathi, Math, Sports","Drawing, Geometry","Computer, Drawing, Geometry, Hindi, Marathi, Math, Sports","Sports, Defence","Defence, Sports"
stud_5272,"Urdu, Environmental Studies","Science, Math","Environmental Studies, Math, Science, Urdu","Science, Math","Math, Science","Hindi, Environmental Studies","Environmental Studies, Hindi, Math, Science","Urdu, Algebra","Algebra, Environmental Studies, Hindi, Math, Science, Urdu","Marathi, Drawing","Algebra, Drawing, Environmental Studies, Hindi, Marathi, Math, Science, Urdu"
stud_5273,"Marathi, Drawing","Hindi, Drawing","Drawing, Hindi","Hindi, Drawing","Drawing, Hindi","Urdu, History","Drawing, Hindi, History, Urdu","History, Algebra","Algebra, History","English, Geography, Defence","Algebra, Defence, English, Geography, History"
stud_5274,"Marathi, Computer","Urdu, Math","Computer, Marathi, Math, Urdu","Urdu, Math","Math, Urdu","Urdu, History","History, Urdu","Science, Geography, Drawing, Sports","Drawing, Geography, History, Science, Sports, Urdu","Algebra, Geometry","Algebra, Drawing, Geography, Geometry, History, Science, Sports, Urdu"
stud_5275,"Environmental Studies, Math","Science, Geography","Environmental Studies, Geography, Math, Science","Science, Geography","Geography, Science","Marathi, Computer","Computer, Geography, Marathi, Science","Urdu, Geography","Geography, Urdu","Geography, Sports","Geography, Sports"
stud_5276,"English, Environmental Studies","Hindi, Environmental Studies","Environmental Studies, Hindi","Hindi, Environmental Studies","Environmental Studies, Hindi","Drawing, Math","Drawing, Environmental Studies, Hindi, Math","Science, Defence","Defence, Drawing, Environmental Studies, Hindi, Math, Science","History, Computer","Computer, Defence, Drawing, Environmental Studies, Hindi, History, Math, Science"
stud_5277,"Marathi, Hindi, Drawing","History, Computer","Computer, Drawing, Hindi, History, Marathi","History, Computer","Computer, History","Urdu, Computer","Computer, Urdu","Urdu, Algebra","Algebra, Urdu","English, Geometry","Algebra, English, Geometry, Urdu"
stud_5278,"Geography, Sports","Hindi, Environmental Studies","Environmental Studies, Geography, Hindi, Sports","Hindi, Environmental Studies","Environmental Studies, Hindi","Marathi, Computer","Computer, Environmental Studies, Hindi, Marathi","Geography, Defence","Computer, Defence, Environmental Studies, Geography, Hindi, Marathi","Drawing, Environmental Studies","Drawing, Environmental Studies"
stud_5279,"Urdu, Science","Urdu, English, Science","English, Science, Urdu","Urdu, English, Science","English, Science, Urdu","History, Environmental Studies, Computer","Computer, English, Environmental Studies, History, Science, Urdu","Hindi, Sports","Computer, English, Environmental Studies, Hindi, History, Science, Sports, Urdu","Geography, Sanskrit","Computer, English, Environmental Studies, Geography, Hindi, History, Sanskrit, Science, Sports, Urdu"
stud_5280,"Drawing, Math","History, Drawing","Drawing, History","History, Drawing","Drawing, History","Urdu, Geography","Drawing, Geography, History, Urdu","English, Geometry","Drawing, English, Geography, Geometry, History, Urdu","Urdu, History, Geography","Geography, History, Urdu"
stud_5281,"Marathi, Urdu, Computer","Geography, Drawing, Environmental Studies","Computer, Drawing, Environmental Studies, Geography, Marathi, Urdu","Geography, Drawing, Environmental Studies","Drawing, Environmental Studies, Geography","Hindi, Sports","Drawing, Environmental Studies, Geography, Hindi, Sports","Marathi, Computer","Computer, Drawing, Environmental Studies, Geography, Hindi, Marathi, Sports","English, Sports","English, Sports"
stud_5282,"Sports, Environmental Studies","English, Science, Computer","Computer, English, Environmental Studies, Science, Sports","English, Science, Computer","Computer, English, Science","Marathi, Urdu, Science","Marathi, Science, Urdu","Marathi, Defence","Defence, Marathi","Marathi, Drawing","Drawing, Marathi"
stud_5283,"Drawing, Environmental Studies","English, Computer","Computer, Drawing, English, Environmental Studies","English, Computer","Computer, English","Urdu, Hindi","Computer, English, Hindi, Urdu","Sports, Geometry","Computer, English, Geometry, Hindi, Sports, Urdu","Drawing, Sports, Defence","Defence, Drawing, Sports"
stud_5284,"Geography, Math, Computer","English, Geography","English, Geography","English, Geography","English, Geography","Geography, Math","Geography, Math","English, Science","English, Geography, Math, Science","Drawing, Environmental Studies","Drawing, English, Environmental Studies, Geography, Math, Science"
stud_5285,"Science, Math, Computer","Science, Sports","Science, Sports","Science, Sports","Science, Sports","Science, Drawing","Drawing, Science","Algebra, Geometry","Algebra, Drawing, Geometry, Science","Hindi, English","Algebra, Drawing, English, Geometry, Hindi, Science"
stud_5286,"History, Geography","Science, Sports","Geography, History, Science, Sports","Science, Sports","Science, Sports","Marathi, Urdu","Marathi, Science, Sports, Urdu","English, Sports","English, Sports","Urdu, Computer","Computer, English, Sports, Urdu"
stud_5287,"Marathi, Sports","Urdu, Environmental Studies","Environmental Studies, Marathi, Sports, Urdu","Urdu, Environmental Studies","Environmental Studies, Urdu","Geography, Environmental Studies","Environmental Studies, Geography","Science, Algebra, Defence","Algebra, Defence, Environmental Studies, Geography, Science","Marathi, History","Algebra, Defence, Environmental Studies, Geography, History, Marathi, Science"
stud_5288,"Hindi, English","Hindi, History, Geography","Geography, Hindi, History","Hindi, History, Geography","Geography, Hindi, History","Sports, Computer","Computer, Geography, Hindi, History, Sports","Urdu, Drawing","Computer, Drawing, Geography, Hindi, History, Sports, Urdu","Marathi, Algebra","Algebra, Computer, Drawing, Geography, Hindi, History, Marathi, Sports, Urdu"
stud_5289,"History, Environmental Studies","Geography, Environmental Studies","Environmental Studies, Geography","Geography, Environmental Studies","Environmental Studies, Geography","Marathi, Computer","Computer, Environmental Studies, Geography, Marathi","History, Geography","Geography, History","Geography, Environmental Studies","Environmental Studies, Geography"
stud_5290,"Marathi, Computer","Hindi, Science","Computer, Hindi, Marathi, Science","Hindi, Science","Hindi, Science","Marathi, Sports","Hindi, Marathi, Science, Sports","Geography, Sports, Algebra","Algebra, Geography, Sports","Algebra, Defence","Algebra, Defence"
stud_5291,"English, Environmental Studies","Urdu, Hindi, Computer","Computer, English, Environmental Studies, Hindi, Urdu","Urdu, Hindi, Computer","Computer, Hindi, Urdu","Science, Geography","Computer, Geography, Hindi, Science, Urdu","Urdu, Science, Environmental Studies, Defence","Defence, Environmental Studies, Science, Urdu","Algebra, Geometry","Algebra, Defence, Environmental Studies, Geometry, Science, Urdu"
stud_5292,"Sports, Computer","Urdu, Drawing","Computer, Drawing, Sports, Urdu","Urdu, Drawing","Drawing, Urdu","Science, Math","Drawing, Math, Science, Urdu","Environmental Studies, Defence","Defence, Drawing, Environmental Studies, Math, Science, Urdu","Hindi, English","Defence, Drawing, English, Environmental Studies, Hindi, Math, Science, Urdu"
stud_5293,"Science, Geography, Computer","Drawing, Computer","Computer, Drawing","Drawing, Computer","Computer, Drawing","Drawing, Computer","Computer, Drawing","Algebra, Computer","Algebra, Computer","Marathi, Computer","Computer, Marathi"
stud_5294,"Urdu, Math","Geography, Drawing","Drawing, Geography, Math, Urdu","Geography, Drawing","Drawing, Geography","History, Geography, Environmental Studies, Computer","Computer, Environmental Studies, Geography, History","Algebra, Defence","Algebra, Computer, Defence, Environmental Studies, Geography, History","History, Geometry","Geometry, History"
stud_5295,"Sports, Environmental Studies","Hindi, Environmental Studies","Environmental Studies, Hindi","Hindi, Environmental Studies","Environmental Studies, Hindi","Hindi, English","English, Hindi","History, Algebra, Geometry","Algebra, English, Geometry, Hindi, History","Drawing, Algebra","Algebra, Drawing"
stud_5296,"English, Computer","English, Environmental Studies","English, Environmental Studies","English, Environmental Studies","English, Environmental Studies","Marathi, Geography","English, Environmental Studies, Geography, Marathi","History, Geography","Geography, History","History, Sports, Geometry","Geometry, History, Sports"
stud_5297,"Urdu, Drawing","Urdu, Science","Science, Urdu","Urdu, Science","Science, Urdu","Marathi, Geography","Geography, Marathi, Science, Urdu","Drawing, Algebra","Algebra, Drawing, Geography, Marathi, Science, Urdu","Marathi, Science, Algebra","Algebra, Marathi, Science"
stud_5298,"History, Math","Geography, Math","Geography, Math","Geography, Math","Geography, Math","English, History","English, Geography, History, Math","English, Geography","English, Geography","Geography, Drawing","Drawing, Geography"
stud_5299,"Marathi, Science","History, Sports","History, Marathi, Science, Sports","History, Sports","History, Sports","Marathi, Math","History, Marathi, Math, Sports","Sports, Geometry","Geometry, Sports","Drawing, Sanskrit","Drawing, Geometry, Sanskrit, Sports"
stud_5300,"Urdu, Hindi","English, History","English, Hindi, History, Urdu","English, History","English, History","Drawing, Sports","Drawing, English, History, Sports","Hindi, Geometry","Drawing, English, Geometry, Hindi, History, Sports","Urdu, Sports","Sports, Urdu"
